ensembl_id,gene_symbol,description,hg_chr,hg_start,hg_stop
ENSG00000149124,GLYAT,glycine-N-acyltransferase,chr11,58476229,58499447
ENSG00000176974,SHMT1,serine hydroxymethyltransferase 1 (soluble),chr17,18231173,18266877
ENSG00000063241,ISOC2,isochorismatase domain containing 2,chr19,55964345,55973049
ENSG00000150787,PTS,6-pyruvoyltetrahydropterin synthase,chr11,112097087,112104695
ENSG00000113593,PPWD1,peptidylprolyl isomerase domain and WD repeat containing 1,chr5,64859062,64883376
ENSG00000159199,ATP5G1,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)",chr17,46970147,46973232
ENSG00000174326,SLC16A11,"solute carrier family 16, member 11",chr17,6944948,6947242
ENSG00000151552,QDPR,quinoid dihydropteridine reductase,chr4,17488015,17513857
ENSG00000118596,SLC16A7,"solute carrier family 16 (monocarboxylate transporter), member 7",chr12,59989820,60183635
ENSG00000150967,ABCB9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",chr12,123405497,123451056
ENSG00000123815,ADCK4,aarF domain containing kinase 4,chr19,41197433,41222790
ENSG00000105793,GTPBP10,GTP-binding protein 10 (putative),chr7,89975978,90020769
ENSG00000113407,TARS,threonyl-tRNA synthetase,chr5,33440801,33468196
ENSG00000100300,TSPO,translocator protein (18kDa),chr22,43547519,43559248
ENSG00000167996,FTH1,"ferritin, heavy polypeptide 1",chr11,61731756,61735132
ENSG00000104907,TRMT1,tRNA methyltransferase 1 homolog (S. cerevisiae),chr19,13215713,13227563
ENSG00000100902,PSMA6,"proteasome (prosome, macropain) subunit, alpha type, 6",chr14,35747763,35786685
ENSG00000133597,ADCK2,aarF domain containing kinase 2,chr7,140372952,140394908
ENSG00000087008,ACOX3,"acyl-CoA oxidase 3, pristanoyl",chr4,8368008,8442452
ENSG00000111737,RAB35,"RAB35, member RAS oncogene family",chr12,120532898,120554643
,TSTD3,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3,chr6,99968869,99981059
ENSG00000134056,MRPS36,mitochondrial ribosomal protein S36,chr5,68513572,68525985
ENSG00000172840,PDP2,pyruvate dehyrogenase phosphatase catalytic subunit 2,chr16,66914382,66925002
ENSG00000155189,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,chr8,6565877,6619021
ENSG00000172366,FAM195A,"family with sequence similarity 195, member A",chr16,691848,698474
ENSG00000175567,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",chr11,73685715,73693889
ENSG00000147454,SLC25A37,"solute carrier family 25 (mitochondrial iron transporter), member 37",chr8,23386362,23430063
ENSG00000155287,SLC25A28,"solute carrier family 25 (mitochondrial iron transporter), member 28",chr10,101370274,101380221
ENSG00000145832,SLC25A48,"solute carrier family 25, member 48",chr5,135170364,135224326
ENSG00000077713,SLC25A43,"solute carrier family 25, member 43",chrX,118533257,118588437
ENSG00000140107,SLC25A47,"solute carrier family 25, member 47",chr14,100789678,100796715
ENSG00000181240,SLC25A41,"solute carrier family 25, member 41",chr19,6426047,6433790
ENSG00000162461,SLC25A34,"solute carrier family 25, member 34",chr1,16062808,16067884
ENSG00000100266,PACSIN2,protein kinase C and casein kinase substrate in neurons 2,chr22,43265771,43411184
ENSG00000122729,ACO1,"aconitase 1, soluble",chr9,32384600,32450832
ENSG00000076242,MLH1,mutL homolog 1,chr3,37034840,37092337
ENSG00000100714,MTHFD1,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase",chr14,64854758,64926725
ENSG00000132394,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA-specific",chr3,127872312,128127489
ENSG00000120915,EPHX2,"epoxide hydrolase 2, cytoplasmic",chr8,27348518,27402439
ENSG00000116133,DHCR24,24-dehydrocholesterol reductase,chr1,55315299,55352921
ENSG00000165609,NUDT5,nudix (nucleoside diphosphate linked moiety X)-type motif 5,chr10,12209572,12238143
ENSG00000107745,MICU1,mitochondrial calcium uptake 1,chr10,74127083,74385949
ENSG00000142168,SOD1,"superoxide dismutase 1, soluble",chr21,33031934,33041243
ENSG00000183569,SERHL2,serine hydrolase-like 2,chr22,42949867,42970388
ENSG00000167716,WDR81,WD repeat domain 81,chr17,1619816,1641893
ENSG00000178057,NDUFAF3,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3",chr3,49057907,49060926
ENSG00000163170,BOLA3,bolA family member 3,chr2,74362527,74375039
ENSG00000145247,OCIAD2,OCIA domain containing 2,chr4,48887396,48908845
ENSG00000136444,RSAD1,radical S-adenosyl methionine domain containing 1,chr17,48556189,48563336
ENSG00000144959,NCEH1,neutral cholesterol ester hydrolase 1,chr3,172348434,172429008
ENSG00000159685,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,chr3,126423062,126679263
ENSG00000111669,TPI1,triosephosphate isomerase 1,chr12,6976583,6980110
ENSG00000118246,FASTKD2,FAST kinase domains 2,chr2,207630111,207660911
ENSG00000131779,PEX11B,peroxisomal biogenesis factor 11 beta,chr1,145516164,145523732
ENSG00000184857,TMEM186,transmembrane protein 186,chr16,8889036,8891505
ENSG00000154358,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",chr1,228395830,228566575
ENSG00000166347,CYB5A,cytochrome b5 type A (microsomal),chr18,71920526,71959251
ENSG00000140451,PIF1,PIF1 5'-to-3' DNA helicase,chr15,65107828,65117867
ENSG00000163586,FABP1,"fatty acid binding protein 1, liver",chr2,88422507,88427650
ENSG00000101986,ABCD1,"ATP-binding cassette, sub-family D (ALD), member 1",chrX,152990322,153010216
ENSG00000111640,GAPDH,glyceraldehyde-3-phosphate dehydrogenase,chr12,6643570,6647541
ENSG00000147471,PROSC,proline synthetase co-transcribed homolog (bacterial),chr8,37620100,37637286
ENSG00000067221,STOML1,stomatin (EPB72)-like 1,chr15,74275558,74286963
ENSG00000155368,DBI,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)",chr2,120124499,120130127
ENSG00000241973,PI4KA,"phosphatidylinositol 4-kinase, catalytic, alpha",chr22,21061978,21213100
ENSG00000138035,PNPT1,polyribonucleotide nucleotidyltransferase 1,chr2,55861197,55921045
ENSG00000155957,TMBIM4,transmembrane BAX inhibitor motif containing 4,chr12,66530715,66563852
ENSG00000184428,TOP1MT,"topoisomerase (DNA) I, mitochondrial",chr8,144391496,144442147
ENSG00000169609,C15orf40,chromosome 15 open reading frame 40,chr15,83657714,83680393
ENSG00000171865,RNASEH1,ribonuclease H1,chr2,3592481,3605961
ENSG00000154258,ABCA9,"ATP-binding cassette, sub-family A (ABC1), member 9",chr17,66970772,67057136
ENSG00000116171,SCP2,sterol carrier protein 2,chr1,53392900,53517289
ENSG00000111696,NT5DC3,5'-nucleotidase domain containing 3,chr12,104166080,104234975
ENSG00000088179,PTPN4,"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)",chr2,120517206,120742474
ENSG00000182712,CMC4,C-x(9)-C motif containing 4,chrX,154289899,154299547
ENSG00000161533,ACOX1,"acyl-CoA oxidase 1, palmitoyl",chr17,73937588,73975515
ENSG00000111716,LDHB,lactate dehydrogenase B,chr12,21788274,21810789
ENSG00000182362,YBEY,ybeY metallopeptidase (putative),chr21,47706266,47717665
ENSG00000169567,HINT1,histidine triad nucleotide binding protein 1,chr5,130494975,130501041
ENSG00000143627,PKLR,"pyruvate kinase, liver and RBC",chr1,155259083,155271225
ENSG00000090432,MUL1,mitochondrial E3 ubiquitin protein ligase 1,chr1,20825940,20834674
ENSG00000166548,TK2,"thymidine kinase 2, mitochondrial",chr16,66541905,66584315
ENSG00000116771,AGMAT,agmatine ureohydrolase (agmatinase),chr1,15898193,15911605
ENSG00000134326,CMPK2,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial",chr2,6980683,7005950
ENSG00000015475,BID,BH3 interacting domain death agonist,chr22,18216905,18257431
ENSG00000213465,ARL2,ADP-ribosylation factor-like 2,chr11,64781584,64789657
ENSG00000213463,SYNJ2BP,synaptojanin 2 binding protein,chr14,70833212,70883807
ENSG00000168958,MFF,mitochondrial fission factor,chr2,228189866,228222552
ENSG00000169738,DCXR,dicarbonyl/L-xylulose reductase,chr17,79993756,79995573
ENSG00000170502,NUDT9,nudix (nucleoside diphosphate linked moiety X)-type motif 9,chr4,88343727,88380606
ENSG00000242110,AMACR,alpha-methylacyl-CoA racemase,chr5,33987090,34008220
ENSG00000170917,NUDT6,nudix (nucleoside diphosphate linked moiety X)-type motif 6,chr4,123813798,123844159
ENSG00000105341,ATP5SL,ATP5S-like,chr19,41937222,41945843
ENSG00000122687,FTSJ2,FtsJ RNA methyltransferase homolog 2 (E. coli),chr7,2273925,2281833
ENSG00000030110,BAK1,BCL2-antagonist/killer 1,chr6,33540322,33548070
ENSG00000102967,DHODH,dihydroorotate dehydrogenase (quinone),chr16,72042642,72059316
ENSG00000069535,MAOB,monoamine oxidase B,chrX,43625856,43741721
ENSG00000143198,MGST3,microsomal glutathione S-transferase 3,chr1,165600109,165625372
ENSG00000162836,ACP6,"acid phosphatase 6, lysophosphatidic",chr1,147119167,147142634
ENSG00000175581,MRPL48,mitochondrial ribosomal protein L48,chr11,73498916,73575656
ENSG00000172482,AGXT,alanine-glyoxylate aminotransferase,chr2,241808161,241818536
ENSG00000100243,CYB5R3,cytochrome b5 reductase 3,chr22,43013845,43045405
ENSG00000182810,DDX28,DEAD (Asp-Glu-Ala-Asp) box polypeptide 28,chr16,68055176,68057770
ENSG00000176171,BNIP3,BCL2/adenovirus E1B 19kDa interacting protein 3,chr10,133781203,133795435
ENSG00000132781,MUTYH,mutY homolog,chr1,45794913,45806142
ENSG00000178605,GTPBP6,GTP binding protein 6 (putative),chrX,221425,230887
ENSG00000140459,CYP11A1,"cytochrome P450, family 11, subfamily A, polypeptide 1",chr15,74630102,74660081
ENSG00000109180,OCIAD1,OCIA domain containing 1,chr4,48833059,48863834
ENSG00000123600,METTL8,methyltransferase like 8,chr2,172173912,172291312
ENSG00000165526,RPUSD4,RNA pseudouridylate synthase domain containing 4,chr11,126071988,126081587
ENSG00000172113,NME6,NME/NM23 nucleoside diphosphate kinase 6,chr3,48335588,48342848
ENSG00000105701,FKBP8,"FK506 binding protein 8, 38kDa",chr19,18642567,18654383
ENSG00000160703,NLRX1,NLR family member X1,chr11,119039042,119054726
ENSG00000110074,FOXRED1,FAD-dependent oxidoreductase domain containing 1,chr11,126138934,126148027
ENSG00000162851,TFB2M,"transcription factor B2, mitochondrial",chr1,246703862,246729565
ENSG00000163644,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent, 1K",chr4,89178760,89205983
ENSG00000135390,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",chr12,54058943,54070512
ENSG00000198888,ND1,"NADH dehydrogenase, subunit 1 (complex I)",chrM,3307,4262
ENSG00000174099,MSRB3,methionine sulfoxide reductase B3,chr12,65672422,65860687
ENSG00000165028,NIPSNAP3B,nipsnap homolog 3B (C. elegans),chr9,107526450,107536291
ENSG00000065057,NTHL1,nth endonuclease III-like 1 (E. coli),chr16,2089815,2097867
ENSG00000198060,MARCH5,membrane-associated ring finger (C3HC4) 5,chr10,94050919,94113721
ENSG00000183605,SFXN4,sideroflexin 4,chr10,120900424,120925204
ENSG00000169100,SLC25A6,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6",chrX,1505044,1511039
ENSG00000114026,OGG1,8-oxoguanine DNA glycosylase,chr3,9791627,9808353
ENSG00000213339,QTRT1,queuine tRNA-ribosyltransferase 1,chr19,10812111,10824043
ENSG00000042286,AIFM2,"apoptosis-inducing factor, mitochondrion-associated, 2",chr10,71872022,71892690
ENSG00000167815,PRDX2,peroxiredoxin 2,chr19,12907633,12912724
ENSG00000112234,FBXL4,F-box and leucine-rich repeat protein 4,chr6,99321600,99395882
ENSG00000119927,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",chr10,113909621,113943537
ENSG00000125375,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)",chr14,50779046,50792946
ENSG00000137824,RMDN3,regulator of microtubule dynamics 3,chr15,41028085,41047458
ENSG00000122378,FAM213A,"family with sequence similarity 213, member A",chr10,82167584,82192753
ENSG00000173915,USMG5,up-regulated during skeletal muscle growth 5 homolog (mouse),chr10,105148808,105156270
ENSG00000149474,PET117,PET117 homolog (S. cerevisiae),chr20,18118498,18123812
ENSG00000189221,MAOA,monoamine oxidase A,chrX,43514154,43606071
ENSG00000189227,C15orf61,chromosome 15 open reading frame 61,chr15,67813521,67819641
ENSG00000165949,IFI27,"interferon, alpha-inducible protein 27",chr14,94577078,94583036
ENSG00000132763,MMACHC,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria",chr1,45965855,45976739
ENSG00000134419,RPS15A,ribosomal protein S15a,chr16,18794276,18801656
ENSG00000116791,CRYZ,"crystallin, zeta (quinone reductase)",chr1,75171171,75199092
ENSG00000183010,PYCR1,pyrroline-5-carboxylate reductase 1,chr17,79890261,79895204
ENSG00000186081,KRT5,keratin 5,chr12,52908358,52914243
ENSG00000198755,RPL10A,ribosomal protein L10a,chr6,35436177,35438558
ENSG00000185973,TMLHE,"trimethyllysine hydroxylase, epsilon",chrX,154718672,154842622
ENSG00000173726,TOMM20,translocase of outer mitochondrial membrane 20 homolog (yeast),chr1,235272657,235292256
ENSG00000164587,RPS14,ribosomal protein S14,chr5,149823791,149829319
ENSG00000162377,COA7,cytochrome c oxidase assembly factor 7 (putative),chr1,53152013,53164038
ENSG00000100335,MIEF1,mitochondrial elongation factor 1,chr22,39898283,39914137
ENSG00000143653,SCCPDH,saccharopine dehydrogenase (putative),chr1,246887377,246931440
ENSG00000166920,C15orf48,chromosome 15 open reading frame 48,chr15,45722726,45725647
ENSG00000104765,BNIP3L,BCL2/adenovirus E1B 19kDa interacting protein 3-like,chr8,26240522,26270644
ENSG00000215251,FASTKD5,FAST kinase domains 5,chr20,3127164,3140532
ENSG00000116288,PARK7,parkinson protein 7,chr1,8021713,8045342
ENSG00000113643,RARS,arginyl-tRNA synthetase,chr5,167913462,167946309
ENSG00000054523,KIF1B,kinesin family member 1B,chr1,10270763,10441661
ENSG00000106603,COA1,cytochrome c oxidase assembly factor 1 homolog (S. cerevisiae),chr7,43678845,43769140
ENSG00000212907,ND4L,"NADH dehydrogenase, subunit 4L (complex I)",chrM,10470,10766
ENSG00000089163,SIRT4,sirtuin 4,chr12,120740123,120751045
ENSG00000137288,UQCC2,ubiquinol-cytochrome c reductase complex assembly factor 2,chr6,33664537,33679528
ENSG00000174840,PDE12,phosphodiesterase 12,chr3,57541980,57547768
ENSG00000103024,NME3,NME/NM23 nucleoside diphosphate kinase 3,chr16,1820320,1821710
ENSG00000132153,DHX30,DEAH (Asp-Glu-Ala-His) box helicase 30,chr3,47844398,47891686
ENSG00000164896,FASTK,Fas-activated serine/threonine kinase,chr7,150773707,150777970
ENSG00000169519,METTL15,methyltransferase like 15,chr11,28129797,28355054
ENSG00000019186,CYP24A1,"cytochrome P450, family 24, subfamily A, polypeptide 1",chr20,52769987,52790516
ENSG00000125779,PANK2,pantothenate kinase 2,chr20,3869485,3904502
ENSG00000174990,CA5A,"carbonic anhydrase VA, mitochondrial",chr16,87921624,87970112
ENSG00000168268,NT5DC2,5'-nucleotidase domain containing 2,chr3,52558384,52569093
ENSG00000170634,ACYP2,"acylphosphatase 2, muscle type",chr2,54342409,54532435
ENSG00000160072,ATAD3B,"ATPase family, AAA domain containing 3B",chr1,1407163,1431582
ENSG00000167112,TRUB2,TruB pseudouridine (psi) synthase family member 2,chr9,131071395,131084697
ENSG00000165644,COMTD1,catechol-O-methyltransferase domain containing 1,chr10,76993728,76995770
ENSG00000169169,CPT1C,carnitine palmitoyltransferase 1C,chr19,50194364,50216988
ENSG00000174928,C3orf33,chromosome 3 open reading frame 33,chr3,155480400,155524055
ENSG00000197157,SND1,staphylococcal nuclease and tudor domain containing 1,chr7,127292201,127732659
ENSG00000174606,ANGEL2,angel homolog 2 (Drosophila),chr1,213165523,213189168
ENSG00000123131,PRDX4,peroxiredoxin 4,chrX,23685644,23704514
ENSG00000135624,CCT7,"chaperonin containing TCP1, subunit 7 (eta)",chr2,73461363,73480150
ENSG00000185624,P4HB,"prolyl 4-hydroxylase, beta polypeptide",chr17,79801033,79818544
ENSG00000169188,APEX2,APEX nuclease (apurinic/apyrimidinic endonuclease) 2,chrX,55026755,55034306
ENSG00000128050,PAICS,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase",chr4,57301914,57327534
ENSG00000137463,MGARP,mitochondria-localized glutamic acid-rich protein,chr4,140187316,140201492
ENSG00000119431,HDHD3,haloacid dehalogenase-like hydrolase domain containing 3,chr9,116135697,116138341
ENSG00000179988,PSTK,phosphoseryl-tRNA kinase,chr10,124739555,124749907
ENSG00000179142,CYP11B2,"cytochrome P450, family 11, subfamily B, polypeptide 2",chr8,143991974,143999259
ENSG00000138363,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,chr2,216176678,216214496
ENSG00000174374,WBSCR16,Williams-Beuren syndrome chromosome region 16,chr7,74441223,74489717
ENSG00000222011,FAM185A,"family with sequence similarity 185, member A",chr7,102389398,102449672
ENSG00000141682,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,chr18,57567191,57571538
ENSG00000117862,TXNDC12,thioredoxin domain containing 12 (endoplasmic reticulum),chr1,52485803,52521843
ENSG00000033050,ABCF2,"ATP-binding cassette, sub-family F (GCN20), member 2",chr7,150904922,150924460
ENSG00000182134,TDRKH,tudor and KH domain containing,chr1,151744040,151763010
ENSG00000111012,CYP27B1,"cytochrome P450, family 27, subfamily B, polypeptide 1",chr12,58156116,58160976
ENSG00000256525,POLG2,"polymerase (DNA directed), gamma 2, accessory subunit",chr17,62473901,62493184
ENSG00000152683,SLC30A6,"solute carrier family 30 (zinc transporter), member 6",chr2,32390909,32449181
ENSG00000133878,DUSP26,dual specificity phosphatase 26 (putative),chr8,33448853,33457439
ENSG00000127989,MTERF,mitochondrial transcription termination factor,chr7,91502020,91510016
ENSG00000167468,GPX4,glutathione peroxidase 4,chr19,1103924,1106788
ENSG00000197208,SLC22A4,"solute carrier family 22 (organic cation/zwitterion transporter), member 4",chr5,131630144,131679899
ENSG00000093010,COMT,catechol-O-methyltransferase,chr22,19929262,19957498
ENSG00000139637,C12orf10,chromosome 12 open reading frame 10,chr12,53693469,53700965
ENSG00000006282,SPATA20,spermatogenesis associated 20,chr17,48624449,48633213
ENSG00000174021,GNG5,"guanine nucleotide binding protein (G protein), gamma 5",chr1,84964005,84972262
ENSG00000164366,CCDC127,coiled-coil domain containing 127,chr5,204874,218297
ENSG00000008405,CRY1,cryptochrome circadian clock 1,chr12,107385142,107487635
ENSG00000068366,ACSL4,acyl-CoA synthetase long-chain family member 4,chrX,108884563,108976621
ENSG00000125871,MGME1,mitochondrial genome maintenance exonuclease 1,chr20,17949761,17971762
ENSG00000108387,SEPT4,septin 4,chr17,56597610,56618179
ENSG00000104412,EMC2,ER membrane protein complex subunit 2,chr8,109455852,109499136
ENSG00000115468,EFHD1,"EF-hand domain family, member D1",chr2,233470766,233547491
ENSG00000101084,C20orf24,chromosome 20 open reading frame 24,chr20,35234136,35240960
ENSG00000100596,SPTLC2,"serine palmitoyltransferase, long chain base subunit 2",chr14,77972339,78083110
ENSG00000106541,AGR2,anterior gradient 2,chr7,16832263,16844738
ENSG00000125458,NT5C,"5', 3'-nucleotidase, cytosolic",chr17,73126319,73127890
ENSG00000138293,NCOA4,nuclear receptor coactivator 4,chr10,51565107,51590734
ENSG00000204099,NEU4,sialidase 4,chr2,242750159,242758739
ENSG00000006530,AGK,acylglycerol kinase,chr7,141251077,141354209
ENSG00000167264,DUS2,dihydrouridine synthase 2,chr16,68056846,68113226
ENSG00000025772,TOMM34,translocase of outer mitochondrial membrane 34,chr20,43570770,43589114
ENSG00000100890,KIAA0391,KIAA0391,chr14,35591526,35743284
ENSG00000139437,TCHP,"trichoplein, keratin filament binding",chr12,110338078,110355874
ENSG00000223572,CKMT1B,"creatine kinase, mitochondrial 1B",chr15,43885251,43891604
ENSG00000183648,NDUFB1,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa",chr14,92582467,92588153
ENSG00000106246,ATP5J2-PTCD1,ATP5J2-PTCD1 readthrough,chr7,99014361,99063824
ENSG00000064012,CASP8,"caspase 8, apoptosis-related cysteine peptidase",chr2,202098165,202152434
ENSG00000171552,BCL2L1,BCL2-like 1,chr20,30252260,30310656
ENSG00000182899,RPL35A,ribosomal protein L35a,chr3,197677051,197682721
ENSG00000170632,ARMC10,armadillo repeat containing 10,chr7,102715327,102740210
ENSG00000158402,CDC25C,cell division cycle 25C,chr5,137620953,137674044
ENSG00000118508,RAB32,"RAB32, member RAS oncogene family",chr6,146864827,146876086
ENSG00000166394,CYB5R2,cytochrome b5 reductase 2,chr11,7686325,7694821
ENSG00000135631,RAB11FIP5,RAB11 family interacting protein 5 (class I),chr2,73300509,73340146
ENSG00000113272,THG1L,tRNA-histidine guanylyltransferase 1-like (S. cerevisiae),chr5,157158322,157166772
ENSG00000113384,GOLPH3,golgi phosphoprotein 3 (coat-protein),chr5,32124823,32174425
ENSG00000138078,PREPL,prolyl endopeptidase-like,chr2,44544747,44589001
ENSG00000124279,FASTKD3,FAST kinase domains 3,chr5,7859271,7869150
ENSG00000121289,CEP89,centrosomal protein 89kDa,chr19,33369903,33462869
ENSG00000070081,NUCB2,nucleobindin 2,chr11,17298285,17353070
ENSG00000110719,TCIRG1,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3",chr11,67806461,67818366
ENSG00000188554,NBR1,neighbor of BRCA1 gene 1,chr17,41322497,41363707
ENSG00000117906,RCN2,"reticulocalbin 2, EF-hand calcium binding domain",chr15,77223961,77242601
ENSG00000141756,FKBP10,"FK506 binding protein 10, 65 kDa",chr17,39968961,39979469
ENSG00000155542,SETD9,SET domain containing 9,chr5,56205086,56221359
ENSG00000153574,RPIA,ribose 5-phosphate isomerase A,chr2,88991175,89050452
ENSG00000135862,LAMC1,"laminin, gamma 1 (formerly LAMB2)",chr1,182992594,183114727
ENSG00000002330,BAD,BCL2-associated agonist of cell death,chr11,64037299,64052176
ENSG00000171791,BCL2,B-cell CLL/lymphoma 2,chr18,60790578,60986613
ENSG00000129473,BCL2L2,BCL2-like 2,chr14,23775970,23780968
ENSG00000104936,DMPK,dystrophia myotonica-protein kinase,chr19,46272966,46285815
ENSG00000138346,DNA2,DNA replication helicase/nuclease 2,chr10,70173820,70231730
ENSG00000198695,ND6,"NADH dehydrogenase, subunit 6 (complex I)",chrM,14149,14673
ENSG00000100601,ALKBH1,"alkB, alkylation repair homolog 1 (E. coli)",chr14,78138748,78174356
ENSG00000100151,PICK1,protein interacting with PRKCA 1,chr22,38453261,38471708
ENSG00000108599,AKAP10,A kinase (PRKA) anchor protein 10,chr17,19807764,19881169
ENSG00000101349,PAK7,p21 protein (Cdc42/Rac)-activated kinase 7,chr20,9518036,9819687
ENSG00000178694,NSUN3,"NOP2/Sun domain family, member 3",chr3,93781854,93845630
ENSG00000174740,PABPC5,"poly(A) binding protein, cytoplasmic 5",chrX,90689596,90693583
ENSG00000146250,PRSS35,"protease, serine, 35",chr6,84222193,84235421
ENSG00000145246,ATP10D,"ATPase, class V, type 10D",chr4,47487409,47595503
ENSG00000122335,SERAC1,serine active site containing 1,chr6,158530535,158589312
ENSG00000136874,STX17,syntaxin 17,chr9,102668914,102736818
ENSG00000171103,TRMT61B,tRNA methyltransferase 61 homolog B (S. cerevisiae),chr2,29072687,29093175
ENSG00000107020,PLGRKT,"plasminogen receptor, C-terminal lysine transmembrane protein",chr9,5357966,5437937
ENSG00000109475,RPL34,ribosomal protein L34,chr4,109541721,109551639
ENSG00000187742,SECISBP2,SECIS binding protein 2,chr9,91933387,91974578
ENSG00000214827,MTCP1,mature T-cell proliferation 1,chrX,154292308,154299547
ENSG00000165507,C10orf10,chromosome 10 open reading frame 10,chr10,45471708,45474330
ENSG00000178074,C2orf69,chromosome 2 open reading frame 69,chr2,200775978,200792996
ENSG00000188611,ASAH2,N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2,chr10,51946999,52008370
ENSG00000169504,CLIC4,chloride intracellular channel 4,chr1,25071759,25170815
ENSG00000099940,SNAP29,"synaptosomal-associated protein, 29kDa",chr22,21213291,21245501
ENSG00000066651,TRMT11,tRNA methyltransferase 11 homolog (S. cerevisiae),chr6,126307575,126360420
ENSG00000254636,ARMS2,age-related maculopathy susceptibility 2,chr10,124214178,124216868
ENSG00000210127,TA,tRNA Alanine,chrM,5587,5655
ENSG00000210140,TC,tRNA Cysteine,chrM,5761,5826
ENSG00000210154,TD,tRNA Aspartic Acid,chrM,7518,7585
ENSG00000210194,TE,tRNA Glutamic Acid,chrM,14674,14742
ENSG00000210049,TF,tRNA Phenylalanine,chrM,577,647
ENSG00000210164,TG,tRNA Glycine,chrM,9991,10058
ENSG00000210176,TH,tRNA Histidine,chrM,12138,12206
ENSG00000210100,TI,tRNA Isoleucine,chrM,4263,4331
ENSG00000210156,TK,tRNA Lysine,chrM,8295,8364
ENSG00000209082,TL1,tRNA Leucine 1,chrM,3230,3304
ENSG00000210191,TL2,tRNA Leucine 2,chrM,12266,12336
ENSG00000210112,TM,tRNA Methionine,chrM,4402,4469
ENSG00000210135,TN,tRNA Asparagine,chrM,5657,5729
ENSG00000210196,TP,tRNA Proline,chrM,15956,16023
ENSG00000210107,TQ,tRNA Glutamine,chrM,4329,4400
ENSG00000210174,TR,tRNA Arginine,chrM,10405,10469
ENSG00000210151,TS1,tRNA Serine 1,chrM,7446,7514
ENSG00000210184,TS2,tRNA Serine 2,chrM,12207,12265
ENSG00000210195,TT,tRNA Threonine,chrM,15888,15953
ENSG00000210077,TV,tRNA Valine,chrM,1602,1670
ENSG00000210117,TW,tRNA Tryptophan,chrM,5512,5579
ENSG00000210144,TY,tRNA Tyrosine,chrM,5826,5891
